match_key,match_date,year,tourney_id,tournament,event_type,surface,indoor,round,best_of,score,minutes,data_source,player_id,player,player_rank,player_seed,player_entry,opponent_id,opponent,opponent_country,opponent_rank,opponent_seed,result,win,aces,double_faults,serve_points,first_serves_in,first_serve_points_won,second_serve_points_won,service_games,bp_saved,bp_faced,opp_bp_saved,opp_bp_faced,ranking_difference,upset_win,upset_loss,first_serve_in_pct,first_serve_win_pct,second_serve_win_pct,bp_save_pct,bp_opportunities,bp_converted,bp_conversion_pct,ace_rate,double_fault_rate,completed_sets,winner_sets_won,loser_sets_won,tiebreaks_played,winner_tiebreaks_won,loser_tiebreaks_won,winner_won_first_set,retirement_or_abandoned,walkover_or_default,score_parseable,deciding_set_played,five_set_match,player_sets_won,opponent_sets_won,player_tiebreaks_won,tiebreak_win_pct,straight_set_win,deciding_set_win,five_set_win,comeback_win,ranking_expected_win_prob,expectation_group,performance_vs_expectation,expectation_outcome
2026-540|10,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,7-6(5) 6-7(5) 7-6(2) 7-6(5),219.0,completed,D0DT,Martin Damm,106.0,,,TA29,Marco Trungelliti,ARG,94.0,,W,1,28.0,5.0,171.0,112.0,90.0,29.0,24.0,10.0,11.0,8.0,9.0,-12.0,1,0,0.6549707602339181,0.8035714285714286,0.4915254237288136,0.9090909090909091,9.0,1.0,0.1111111111111111,0.16374269005847952,0.029239766081871343,4,3,1,4,3,1,True,False,False,True,False,False,3,1,3,0.75,0,0,0,0,0.47,Toss-up,0.53,Win
2026-540|14,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-3 7-5 7-5,124.0,completed,B0EJ,Tristan Boyer,191.0,,Q,BT72,Nuno Borges,POR,48.0,,L,0,9.0,7.0,109.0,72.0,48.0,17.0,16.0,9.0,13.0,5.0,6.0,-143.0,0,0,0.6605504587155964,0.6666666666666666,0.4594594594594595,0.6923076923076923,6.0,1.0,0.16666666666666666,0.08256880733944955,0.06422018348623854,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.200836820083682,Expected loss,-0.200836820083682,Loss
2026-540|18,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,7-6(7) 7-5 6-2,137.0,completed,Q02L,Ethan Quinn,47.0,,,D0FJ,Luciano Darderi,ITA,16.0,14,W,1,16.0,3.0,100.0,95.0,72.0,1.0,16.0,5.0,6.0,10.0,14.0,-31.0,1,0,0.95,0.7578947368421053,0.2,0.8333333333333334,14.0,4.0,0.2857142857142857,0.16,0.03,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.25396825396825395,Expected loss,0.746031746031746,Upset win
2026-540|19,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-7(7) 6-2 6-7(2) 6-3 7-6(4),240.0,completed,Z0BZ,Michael Zheng,144.0,,Q,N771,Cameron Norrie,GBR,29.0,26,W,1,21.0,4.0,180.0,115.0,89.0,35.0,27.0,5.0,6.0,9.0,13.0,-115.0,1,0,0.6388888888888888,0.7739130434782608,0.5384615384615384,0.8333333333333334,13.0,4.0,0.3076923076923077,0.11666666666666667,0.022222222222222223,5,3,2,3,1,2,False,False,False,True,True,True,3,2,1,0.3333333333333333,0,1,1,1,0.1676300578034682,Expected loss,0.8323699421965318,Upset win
2026-540|3,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,7-6(7) 6-1 6-1,116.0,completed,B0CD,Jenson Brooksby,81.0,,,V832,Aleksandar Vukic,AUS,104.0,,W,1,7.0,0.0,67.0,48.0,42.0,16.0,13.0,0.0,0.0,5.0,10.0,23.0,0,0,0.7164179104477612,0.875,0.8421052631578947,,10.0,5.0,0.5,0.1044776119402985,0.0,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.5621621621621622,Toss-up,0.4378378378378378,Win
2026-540|6,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-1 6-4 6-7(4) 6-3,179.0,completed,T0HA,Learner Tien,17.0,16.0,,S0GD,Dalibor Svrcina,CZE,112.0,,W,1,11.0,4.0,164.0,120.0,78.0,17.0,21.0,16.0,20.0,6.0,14.0,95.0,0,0,0.7317073170731707,0.65,0.38636363636363635,0.8,14.0,8.0,0.5714285714285714,0.06707317073170732,0.024390243902439025,4,3,1,1,0,1,True,False,False,True,False,False,3,1,0,0.0,0,0,0,0,0.8682170542635659,Expected win,0.13178294573643412,Win
2026-540|7,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-1 6-2 6-1,72.0,completed,PL56,Tommy Paul,25.0,21.0,,MP20,Alexandre Muller,FRA,126.0,,W,1,12.0,1.0,58.0,40.0,34.0,12.0,11.0,0.0,0.0,9.0,16.0,101.0,0,0,0.6896551724137931,0.85,0.6666666666666666,,16.0,7.0,0.4375,0.20689655172413793,0.017241379310344827,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.8344370860927153,Expected win,0.16556291390728473,Win
2026-540|8,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,7-6(3) 3-6 7-5 6-0,166.0,completed,N0AM,Emilio Nava,86.0,,,B0ID,Ignacio Buse,PER,34.0,31.0,L,0,11.0,4.0,126.0,79.0,55.0,20.0,20.0,3.0,9.0,6.0,9.0,-52.0,0,0,0.626984126984127,0.6962025316455697,0.425531914893617,0.3333333333333333,9.0,3.0,0.3333333333333333,0.0873015873015873,0.031746031746031744,4,3,1,1,1,0,True,False,False,True,False,False,1,3,0,0.0,0,0,0,0,0.2833333333333333,Expected loss,-0.2833333333333333,Loss
2026-540|9,2026-06-29,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-3 6-7(2) 6-4 6-0,167.0,completed,K0AZ,Aleksandar Kovacevic,70.0,,,V812,Botic van de Zandschulp,NED,54.0,,L,0,13.0,7.0,116.0,72.0,55.0,15.0,19.0,6.0,12.0,7.0,8.0,-16.0,0,0,0.6206896551724138,0.7638888888888888,0.3409090909090909,0.5,8.0,1.0,0.125,0.11206896551724138,0.0603448275862069,4,3,1,1,0,1,True,False,False,True,False,False,1,3,1,1.0,0,0,0,0,0.43548387096774194,Toss-up,-0.43548387096774194,Loss
2026-540|37,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-1 6-2 6-4,95.0,completed,S0K7,Zachary Svajda,66.0,,,L0CX,Pablo Llamas Ruiz,ESP,119.0,,W,1,6.0,0.0,66.0,46.0,37.0,16.0,13.0,0.0,0.0,9.0,14.0,53.0,0,0,0.696969696969697,0.8043478260869565,0.8,,14.0,5.0,0.35714285714285715,0.09090909090909091,0.0,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.6432432432432432,Toss-up,0.3567567567567568,Win
2026-540|38,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-3 7-6(5) 7-5,156.0,completed,N0AE,Brandon Nakashima,31.0,28.0,,P0HT,Jack Pinnington Jones,GBR,138.0,,W,1,7.0,3.0,108.0,74.0,61.0,11.0,17.0,8.0,11.0,3.0,8.0,107.0,0,0,0.6851851851851852,0.8243243243243243,0.3235294117647059,0.7272727272727273,8.0,5.0,0.625,0.06481481481481481,0.027777777777777776,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.8165680473372781,Expected win,0.18343195266272194,Win
2026-540|40,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-3 6-4 6-3,102.0,completed,FB98,Taylor Fritz,7.0,6.0,,L987,Dusan Lajovic,SRB,153.0,,W,1,14.0,0.0,73.0,48.0,40.0,18.0,14.0,1.0,1.0,6.0,10.0,146.0,0,0,0.6575342465753424,0.8333333333333334,0.72,1.0,10.0,4.0,0.4,0.1917808219178082,0.0,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.95625,Expected win,0.043749999999999956,Win
2026-540|44,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,3-6 4-6 6-2 6-3 6-2,209.0,completed,M0QI,Alex Michelsen,46.0,,,F0BY,Jacob Fearnley,GBR,159.0,,L,0,12.0,9.0,147.0,98.0,65.0,21.0,22.0,7.0,13.0,4.0,7.0,113.0,0,1,0.6666666666666666,0.6632653061224489,0.42857142857142855,0.5384615384615384,7.0,3.0,0.42857142857142855,0.08163265306122448,0.061224489795918366,5,3,2,0,0,0,False,False,False,True,True,True,2,3,0,,0,0,0,0,0.775609756097561,Expected win,-0.775609756097561,Unexpected loss
2026-540|46,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,6-4 3-6 6-7(8) 6-2 7-6(9),261.0,completed,S0S1,Ben Shelton,5.0,4,,V0AM,Otto Virtanen,FIN,140.0,,L,0,19.0,7.0,186.0,135.0,100.0,26.0,26.0,5.0,8.0,11.0,12.0,135.0,0,1,0.7258064516129032,0.7407407407407407,0.5098039215686274,0.625,12.0,1.0,0.08333333333333333,0.10215053763440861,0.03763440860215054,5,3,2,2,1,1,True,False,False,True,True,True,2,3,1,0.5,0,0,0,0,0.9655172413793104,Expected win,-0.9655172413793104,Unexpected loss
2026-540|51,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,3-6 6-1 6-4 6-4,141.0,completed,MK66,Mackenzie McDonald,145.0,,Q,K0A3,Patrick Kypson,USA,113.0,,L,0,8.0,7.0,129.0,89.0,60.0,16.0,18.0,11.0,16.0,1.0,3.0,-32.0,0,0,0.689922480620155,0.6741573033707865,0.4,0.6875,3.0,2.0,0.6666666666666666,0.06201550387596899,0.05426356589147287,4,3,1,0,0,0,False,False,False,True,False,False,1,3,0,,0,0,0,0,0.437984496124031,Toss-up,-0.437984496124031,Loss
2026-540|51,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,3-6 6-1 6-4 6-4,141.0,completed,K0A3,Patrick Kypson,113.0,,,MK66,Mackenzie McDonald,USA,145.0,,W,1,16.0,4.0,101.0,70.0,53.0,16.0,18.0,1.0,3.0,11.0,16.0,32.0,0,0,0.693069306930693,0.7571428571428571,0.5161290322580645,0.3333333333333333,16.0,5.0,0.3125,0.15841584158415842,0.039603960396039604,4,3,1,0,0,0,False,False,False,True,False,False,3,1,0,,0,0,0,1,0.562015503875969,Toss-up,0.437984496124031,Win
2026-540|57,2026-06-30,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,4-6 6-4 7-5 6-4,200.0,completed,GC88,Marcos Giron,92.0,,,MW02,Corentin Moutet,FRA,39.0,,W,1,2.0,2.0,129.0,87.0,59.0,21.0,21.0,3.0,7.0,6.0,12.0,-53.0,1,0,0.6744186046511628,0.6781609195402298,0.5,0.42857142857142855,12.0,6.0,0.5,0.015503875968992248,0.015503875968992248,4,3,1,0,0,0,False,False,False,True,False,False,3,1,0,,0,0,0,1,0.29770992366412213,Expected loss,0.7022900763358779,Upset win
2026-540|62,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-2 6-2 6-3,96.0,completed,B0CD,Jenson Brooksby,81.0,,,B0ID,Ignacio Buse,PER,34.0,31,W,1,5.0,0.0,69.0,46.0,37.0,12.0,12.0,3.0,4.0,4.0,11.0,-47.0,1,0,0.6666666666666666,0.8043478260869565,0.5217391304347826,0.75,11.0,7.0,0.6363636363636364,0.07246376811594203,0.0,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.2956521739130435,Expected loss,0.7043478260869565,Upset win
2026-540|64,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-3 7-6(4) 6-2,131.0,completed,PL56,Tommy Paul,25.0,21.0,,KF17,Soonwoo Kwon,KOR,200.0,,W,1,19.0,1.0,93.0,60.0,47.0,20.0,16.0,0.0,1.0,4.0,8.0,175.0,0,0,0.6451612903225806,0.7833333333333333,0.6060606060606061,0.0,8.0,4.0,0.5,0.20430107526881722,0.010752688172043012,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.8888888888888888,Expected win,0.11111111111111116,Win
2026-540|66,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-7(6) 6-4 7-6(4) 6-3,222.0,completed,T0HA,Learner Tien,17.0,16,,F724,Marton Fucsovics,HUN,76.0,,L,0,6.0,10.0,149.0,102.0,60.0,19.0,21.0,9.0,15.0,14.0,18.0,59.0,0,1,0.6845637583892618,0.5882352941176471,0.40425531914893614,0.6,18.0,4.0,0.2222222222222222,0.040268456375838924,0.06711409395973154,4,3,1,2,1,1,False,False,False,True,False,False,1,3,1,0.5,0,0,0,0,0.8172043010752689,Expected win,-0.8172043010752689,Unexpected loss
2026-540|72,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-4 7-6(1) 6-3,122.0,completed,D0DT,Martin Damm,106.0,,,RC91,Arthur Rinderknech,FRA,28.0,25.0,L,0,10.0,4.0,99.0,68.0,49.0,16.0,15.0,5.0,7.0,4.0,4.0,-78.0,0,0,0.6868686868686869,0.7205882352941176,0.5161290322580645,0.7142857142857143,4.0,0.0,0.0,0.10101010101010101,0.04040404040404041,3,3,0,1,1,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.208955223880597,Expected loss,-0.208955223880597,Loss
2026-540|73,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-7(4) 7-6(8) 6-1 6-4,227.0,completed,Z0BZ,Michael Zheng,144.0,,Q,M0AW,Nicolas Mejia,COL,165.0,,W,1,20.0,3.0,151.0,100.0,78.0,26.0,21.0,12.0,12.0,4.0,8.0,21.0,0,0,0.6622516556291391,0.78,0.5098039215686274,1.0,8.0,4.0,0.5,0.13245033112582782,0.019867549668874173,4,3,1,2,1,1,False,False,False,True,False,False,3,1,1,0.5,0,0,0,1,0.5339805825242718,Toss-up,0.46601941747572817,Win
2026-540|74,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R128,5,7-6(6) 6-1 4-6 6-4,148.0,completed,TD51,Frances Tiafoe,19.0,17.0,,A0GC,Terence Atmane,FRA,52.0,,W,1,11.0,6.0,120.0,84.0,66.0,20.0,21.0,7.0,10.0,4.0,9.0,33.0,0,0,0.7,0.7857142857142857,0.5555555555555556,0.7,9.0,5.0,0.5555555555555556,0.09166666666666666,0.05,4,3,1,1,1,0,True,False,False,True,False,False,3,1,1,1.0,0,0,0,0,0.7323943661971831,Expected win,0.2676056338028169,Win
2026-540|75,2026-07-01,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-2 7-6(6) 7-5,156.0,completed,Q02L,Ethan Quinn,47.0,,,M0HU,Shintaro Mochizuki,JPN,151.0,,L,0,12.0,7.0,113.0,79.0,50.0,14.0,16.0,6.0,11.0,10.0,12.0,104.0,0,1,0.6991150442477876,0.6329113924050633,0.4117647058823529,0.5454545454545454,12.0,2.0,0.16666666666666666,0.10619469026548672,0.061946902654867256,3,3,0,1,1,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.7626262626262627,Expected win,-0.7626262626262627,Unexpected loss
2026-540|80,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-2 6-2 7-5,97.0,completed,K0A3,Patrick Kypson,113.0,,,FB98,Taylor Fritz,USA,7.0,6.0,L,0,3.0,6.0,115.0,65.0,38.0,23.0,14.0,13.0,19.0,0.0,1.0,-106.0,0,0,0.5652173913043478,0.5846153846153846,0.46,0.6842105263157895,1.0,1.0,1.0,0.02608695652173913,0.05217391304347826,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.058333333333333334,Expected loss,-0.058333333333333334,Loss
2026-540|80,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,6-2 6-2 7-5,97.0,completed,FB98,Taylor Fritz,7.0,6.0,,K0A3,Patrick Kypson,USA,113.0,,W,1,19.0,3.0,73.0,54.0,44.0,10.0,14.0,0.0,1.0,13.0,19.0,106.0,0,0,0.7397260273972602,0.8148148148148148,0.5263157894736842,0.0,19.0,6.0,0.3157894736842105,0.2602739726027397,0.0410958904109589,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.9416666666666667,Expected win,0.05833333333333335,Win
2026-540|85,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,4-6 7-6(6) 7-6(5) 6-7(6) 7-6(7),260.0,completed,N0AE,Brandon Nakashima,31.0,28,,SL28,Jan-Lennard Struff,GER,74.0,,L,0,41.0,2.0,195.0,151.0,115.0,27.0,30.0,5.0,6.0,10.0,12.0,43.0,0,1,0.7743589743589744,0.7615894039735099,0.6136363636363636,0.8333333333333334,12.0,2.0,0.16666666666666666,0.21025641025641026,0.010256410256410256,5,3,2,4,3,1,False,False,False,True,True,True,2,3,1,0.25,0,0,0,0,0.7047619047619048,Expected win,-0.7047619047619048,Unexpected loss
2026-540|90,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,7-6(5) 6-3 6-4,130.0,completed,GC88,Marcos Giron,92.0,,,HB64,Quentin Halys,FRA,95.0,,W,1,8.0,4.0,110.0,90.0,62.0,7.0,16.0,6.0,8.0,4.0,8.0,3.0,0,0,0.8181818181818182,0.6888888888888889,0.35,0.75,8.0,4.0,0.5,0.07272727272727272,0.03636363636363636,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.5080213903743316,Toss-up,0.4919786096256684,Win
2026-540|92,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,2-6 6-2 6-7(5) 6-4 6-3,167.0,completed,S0K7,Zachary Svajda,66.0,,,MQ75,Kamil Majchrzak,POL,45.0,,W,1,11.0,7.0,147.0,99.0,69.0,27.0,23.0,9.0,12.0,4.0,10.0,-21.0,1,0,0.673469387755102,0.696969696969697,0.5625,0.75,10.0,6.0,0.6,0.07482993197278912,0.047619047619047616,5,3,2,1,0,1,False,False,False,True,True,True,3,2,0,0.0,0,1,1,1,0.40540540540540543,Toss-up,0.5945945945945945,Win
2026-540|95,2026-07-02,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R64,5,4-6 6-2 7-5 6-2,181.0,completed,TD51,Frances Tiafoe,19.0,17.0,,CH12,Jan Choinski,GBR,100.0,,W,1,9.0,5.0,139.0,84.0,64.0,28.0,19.0,11.0,12.0,6.0,11.0,81.0,0,0,0.60431654676259,0.7619047619047619,0.509090909090909,0.9166666666666666,11.0,5.0,0.45454545454545453,0.06474820143884892,0.03597122302158273,4,3,1,0,0,0,False,False,False,True,False,False,3,1,0,,0,0,0,1,0.8403361344537815,Expected win,0.15966386554621848,Win
2026-540|100,2026-07-03,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,6-4 6-3 6-4,131.0,completed,B0CD,Jenson Brooksby,81.0,,,S0AG,Jannik Sinner,ITA,1.0,1.0,L,0,3.0,4.0,91.0,61.0,38.0,12.0,15.0,7.0,13.0,3.0,5.0,-80.0,0,0,0.6703296703296703,0.6229508196721312,0.4,0.5384615384615384,5.0,2.0,0.4,0.03296703296703297,0.04395604395604396,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.012195121951219513,Expected loss,-0.012195121951219513,Loss
2026-540|102,2026-07-03,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,4-6 7-6(5) 7-5 6-2,190.0,completed,PL56,Tommy Paul,25.0,21,,HB71,Hubert Hurkacz,POL,96.0,,L,0,6.0,6.0,138.0,80.0,57.0,34.0,21.0,4.0,7.0,4.0,5.0,71.0,0,1,0.5797101449275363,0.7125,0.5862068965517241,0.5714285714285714,5.0,1.0,0.2,0.043478260869565216,0.043478260869565216,4,3,1,1,1,0,False,False,False,True,False,False,1,3,0,0.0,0,0,0,0,0.7933884297520661,Expected win,-0.7933884297520661,Unexpected loss
2026-540|104,2026-07-03,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,7-6(1) 6-2 6-1,137.0,completed,Z0BZ,Michael Zheng,144.0,,Q,AG37,Felix Auger-Aliassime,CAN,29.0,3.0,L,0,4.0,1.0,85.0,54.0,31.0,18.0,14.0,5.0,10.0,2.0,2.0,-115.0,0,0,0.6352941176470588,0.5740740740740741,0.5806451612903226,0.5,2.0,0.0,0.0,0.047058823529411764,0.011764705882352941,3,3,0,1,1,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.1676300578034682,Expected loss,-0.1676300578034682,Loss
2026-540|105,2026-07-04,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,6-2 5-7 6-2 6-4,161.0,completed,S0K7,Zachary Svajda,66.0,,,DH58,Alex de Minaur,AUS,6.0,5.0,L,0,10.0,2.0,121.0,71.0,52.0,15.0,19.0,10.0,18.0,7.0,11.0,-60.0,0,0,0.5867768595041323,0.7323943661971831,0.3,0.5555555555555556,11.0,4.0,0.36363636363636365,0.08264462809917356,0.01652892561983471,4,3,1,0,0,0,True,False,False,True,False,False,1,3,0,,0,0,0,0,0.08333333333333333,Expected loss,-0.08333333333333333,Loss
2026-540|107,2026-07-04,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,6-2 7-6(4) 6-4,155.0,completed,GC88,Marcos Giron,92.0,,,Z355,Alexander Zverev,GER,3.0,2.0,L,0,1.0,2.0,112.0,71.0,55.0,14.0,15.0,16.0,20.0,3.0,4.0,-89.0,0,0,0.6339285714285714,0.7746478873239436,0.34146341463414637,0.8,4.0,1.0,0.25,0.008928571428571428,0.017857142857142856,3,3,0,1,1,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.031578947368421054,Expected loss,-0.031578947368421054,Loss
2026-540|110,2026-07-04,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,4-6 7-6(5) 7-6(11) 4-6 6-3,247.0,completed,TD51,Frances Tiafoe,19.0,17,,BK92,Alexander Bublik,KAZ,11.0,10.0,L,0,12.0,7.0,190.0,113.0,86.0,46.0,26.0,9.0,10.0,7.0,9.0,-8.0,0,0,0.5947368421052631,0.7610619469026548,0.5974025974025974,0.9,9.0,2.0,0.2222222222222222,0.06315789473684211,0.03684210526315789,5,3,2,2,2,0,False,False,False,True,True,True,2,3,0,0.0,0,0,0,0,0.36666666666666664,Toss-up,-0.36666666666666664,Loss
2026-540|111,2026-07-04,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R32,5,4-6 6-3 6-4 7-6(5),153.0,completed,FB98,Taylor Fritz,7.0,6.0,,SU87,Lorenzo Sonego,ITA,69.0,,W,1,13.0,1.0,124.0,87.0,69.0,24.0,21.0,4.0,5.0,2.0,4.0,62.0,0,0,0.7016129032258065,0.7931034482758621,0.6486486486486487,0.8,4.0,2.0,0.5,0.10483870967741936,0.008064516129032258,4,3,1,1,1,0,False,False,False,True,False,False,3,1,1,1.0,0,0,0,1,0.9078947368421053,Expected win,0.09210526315789469,Win
2026-540|118,2026-07-06,2026,2026-540,Wimbledon,Grand Slam,Grass,O,R16,5,7-6(1) 6-4 6-4,98.0,completed,FB98,Taylor Fritz,7.0,6.0,,BK92,Alexander Bublik,KAZ,11.0,10,W,1,23.0,1.0,93.0,57.0,51.0,20.0,16.0,2.0,3.0,1.0,4.0,4.0,0,0,0.6129032258064516,0.8947368421052632,0.5555555555555556,0.6666666666666666,4.0,3.0,0.75,0.24731182795698925,0.010752688172043012,3,3,0,1,1,0,True,False,False,True,False,False,3,0,1,1.0,1,0,0,0,0.6111111111111112,Toss-up,0.38888888888888884,Win
2026-540|123,2026-07-08,2026,2026-540,Wimbledon,Grand Slam,Grass,O,QF,5,6-4 6-4 6-2,118.0,completed,FB98,Taylor Fritz,7.0,6,,Z355,Alexander Zverev,GER,3.0,2.0,L,0,17.0,2.0,87.0,60.0,42.0,12.0,14.0,2.0,6.0,4.0,4.0,-4.0,0,0,0.6896551724137931,0.7,0.4444444444444444,0.3333333333333333,4.0,0.0,0.0,0.19540229885057472,0.022988505747126436,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.3,Expected loss,-0.3,Loss
2026-421|10,2026-08-04,2026,2026-421,Canada Masters,Masters 1000,Hard,O,R128,3,6-4 4-6 7-6(5),166.0,completed,Z0BZ,Michael Zheng,754.0,,Q,KI95,Miomir Kecmanovic,SRB,55.0,,L,0,7.0,6.0,110.0,67.0,48.0,19.0,16.0,4.0,8.0,11.0,15.0,-699.0,0,0,0.6090909090909091,0.7164179104477612,0.4418604651162791,0.5,15.0,4.0,0.26666666666666666,0.06363636363636363,0.05454545454545454,3,2,1,1,1,0,True,False,False,True,True,False,1,2,0,0.0,0,0,0,0,0.06798516687268233,Expected loss,-0.06798516687268233,Loss
2026-421|11,2026-08-04,2026,2026-421,Canada Masters,Masters 1000,Hard,O,R128,3,6-1 3-6 6-1,86.0,completed,M0QI,Alex Michelsen,41.0,,,SL28,Jan-Lennard Struff,GER,42.0,,W,1,4.0,3.0,68.0,43.0,34.0,14.0,12.0,0.0,1.0,2.0,6.0,1.0,0,0,0.6323529411764706,0.7906976744186046,0.56,0.0,6.0,4.0,0.6666666666666666,0.058823529411764705,0.04411764705882353,3,2,1,0,0,0,True,False,False,True,True,False,2,1,0,,0,1,0,0,0.5060240963855421,Toss-up,0.49397590361445787,Win
2026-421|20,2026-08-04,2026,2026-421,Canada Masters,Masters 1000,Hard,O,R128,3,6-3 6-4,88.0,completed,B0CD,Jenson Brooksby,1091.0,,,W09E,Adam Walton,AUS,91.0,,W,1,6.0,0.0,67.0,46.0,33.0,14.0,10.0,3.0,3.0,0.0,2.0,-1000.0,1,0,0.6865671641791045,0.717391304347826,0.6666666666666666,1.0,2.0,2.0,1.0,0.08955223880597014,0.0,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.07698815566835872,Expected loss,0.9230118443316413,Upset win
2026-421|21,2026-08-04,2026,2026-421,Canada Masters,Masters 1000,Hard,O,R128,3,7-5 4-6 6-2,113.0,completed,GC88,Marcos Giron,45.0,,Q,HB71,Hubert Hurkacz,POL,18.0,,L,0,2.0,3.0,88.0,46.0,30.0,25.0,15.0,2.0,5.0,2.0,3.0,-27.0,0,0,0.5227272727272727,0.6521739130434783,0.5952380952380952,0.4,3.0,1.0,0.3333333333333333,0.022727272727272728,0.03409090909090909,3,2,1,0,0,0,True,False,False,True,True,False,1,2,0,,0,0,0,0,0.2857142857142857,Expected loss,-0.2857142857142857,Loss
2026-421|22,2026-08-04,2026,2026-421,Canada Masters,Masters 1000,Hard,O,R128,3,6-4 6-4,88.0,completed,D0DT,Martin Damm,326.0,,Q,TE51,Stefanos Tsitsipas,GRE,11.0,,L,0,6.0,3.0,68.0,42.0,24.0,13.0,10.0,4.0,8.0,1.0,3.0,-315.0,0,0,0.6176470588235294,0.5714285714285714,0.5,0.5,3.0,2.0,0.6666666666666666,0.08823529411764706,0.04411764705882353,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.032640949554896145,Expected loss,-0.032640949554896145,Loss
